Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30403","030403","Wolkersdorf","SPO.03.0403.949.7.1","O3","16.52200","48.39290","260.0","m","rural","background","09/03/1989 00:00:00","","SAM.03.0403.949.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","2120 Wolkersdorf","open","hilly","","","","","","","","SPP.03.0403.949.7.1.4578","09/03/1989 00:00:00","13/06/1990 00:00:00","automatic","UV-P","","ML8810","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.5","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30403","030403","Wolkersdorf","SPO.03.0403.949.7.1","O3","16.52200","48.39290","260.0","m","rural","background","09/03/1989 00:00:00","","SAM.03.0403.949.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","2120 Wolkersdorf","open","hilly","","","","","","","","SPP.03.0403.949.7.1.4579","13/06/2001 00:00:00","16/11/2015 00:00:00","automatic","UV-P","","horibaAPOA360E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.4","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30403","030403","Wolkersdorf","SPO.03.0403.949.7.1","O3","16.52200","48.39290","260.0","m","rural","background","09/03/1989 00:00:00","","SAM.03.0403.949.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","2120 Wolkersdorf","open","hilly","","","","","","","","SPP.03.0403.949.7.1.6209","16/11/2015 00:00:00","","automatic","UV-P","","APIT400","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30403","030403","Wolkersdorf","SPO.03.0403.949.7.1","O3","16.52200","48.39290","260.0","m","rural","background","09/03/1989 00:00:00","","SAM.03.0403.949.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","2120 Wolkersdorf","open","hilly","","","","","","","","SPP.03.0403.949.7.1.6292","29/06/1991 00:00:00","23/01/1994 00:00:00","automatic","UV-P","","ML8810","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.5","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30403","030403","Wolkersdorf","SPO.03.0403.949.7.1","O3","16.52200","48.39290","260.0","m","rural","background","09/03/1989 00:00:00","","SAM.03.0403.949.7.1","4.0","m","","","","","","m","Other","","","0","","","","t.year-1","2120 Wolkersdorf","open","hilly","","","","","","","","SPP.03.0403.949.7.1.6293","04/09/1990 00:00:00","04/02/1991 00:00:00","automatic","UV-P","","ML8810","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.5","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55178.1.1","SO2","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","31/12/2024 00:00:00","SAM.03.0407.55178.1.1","4.0","m","","","3.0","m","8500.0","m","Long-range transboundary transport","","","0","","","239.0","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55178.1.1.4384","25/06/2004 00:00:00","31/12/2024 00:00:00","automatic","UV-FL","","horibaAPSA360E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55180.8.1","NO2","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55180.8.1","4.0","m","","","3.0","m","","m","Transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55180.8.1.3368","25/06/2004 00:00:00","05/06/2014 00:00:00","automatic","chemi","","horibaAPNA360E","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.9","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55180.8.1","NO2","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55180.8.1","4.0","m","","","3.0","m","","m","Transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55180.8.1.4802","05/06/2014 00:00:00","","automatic","chemi","","horibaAPNA370","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.14616","15/03/2018 00:00:00","01/01/2020 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.15471","01/01/2020 00:00:00","01/01/2021 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.15757","01/01/2021 00:00:00","01/01/2022 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.16191","01/01/2022 00:00:00","01/01/2023 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.16207","01/01/2023 00:00:00","","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.3727","25/06/2004 00:00:00","31/12/2007 00:00:00","automatic","TEOM","","TEOM1400A","","","","","","no","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.3728","01/01/2008 00:00:00","31/12/2008 00:00:00","automatic","TEOM-FDMS","","TEOM1400AB-FDMS","","","","","","no","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.55181.5.1","PM10","16.63630","48.23070","153.0","m","rural","background","25/06/2004 00:00:00","","SAM.03.0407.55181.5.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.55181.5.1.3729","01/01/2009 00:00:00","13/06/2012 00:00:00","automatic","TEOM-FDMS","","TEOM1400AB-FDMS","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.11455","01/01/2015 00:00:00","01/01/2017 00:00:00","automatic","TEOM-FDMS","","TEOM1400AB-FDMS","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.12084","14/03/2018 00:00:00","01/01/2019 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.12181","01/01/2017 00:00:00","01/01/2018 00:00:00","automatic","TEOM-FDMS","","TEOM1400AB-FDMS","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.12182","01/01/2018 00:00:00","14/03/2018 00:00:00","automatic","TEOM-FDMS","","TEOM1400AB-FDMS","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.14654","01/01/2019 00:00:00","01/01/2020 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.14657","01/01/2016 00:00:00","01/01/2017 00:00:00","automatic","TEOM-FDMS","","TEOM1400AB-FDMS","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.14973","01/01/2020 00:00:00","01/01/2021 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.15781","01/01/2021 00:00:00","01/01/2022 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.16192","01/01/2022 00:00:00","01/01/2023 00:00:00","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.16208","01/01/2023 00:00:00","","automatic","OPC-CMC","","GRIMM-EDM180","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30407","030407","Groß-Enzersdorf - Glinzendorf","SPO.03.0407.65866.6001.1","PM2.5","16.63630","48.23070","153.0","m","rural","background","14/06/2012 00:00:00","","SAM.03.0407.65866.6001.1","4.0","m","","","","","","m","Long-range transboundary transport","","","0","","","","t.year-1","2301 Groß-Enzersdorf","open","plane","","","","","10.0","100","1000","SPP.03.0407.65866.6001.1.5061","14/06/2012 00:00:00","01/01/2015 00:00:00","automatic","TEOM-FDMS","","TEOM1400AB-FDMS","","","","","","yes","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ug.m-3","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30502","030502","Heidenreichstein Thaures","SPO.03.0502.1648.1.1","SO2","15.04667","48.87861","570.0","m","rural-regional","background","10/03/1989 00:00:00","","SAM.03.0502.1648.1.1","4.0","m","100.0","m","4.0","m","","m","Long-range transboundary transport","","","0","","","","t.year-1","3860 Heidenreichstein","open","hilly","","","","","10.0","50","1000","SPP.03.0502.1648.1.1.15714","02/03/2022 00:00:00","","automatic","UV-FL","","API100","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","0.1","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
"Austria","AT.0008.20.AQ","2024","NET.03","Amt der Niederösterreichischen Landesregierung","UTC+01","AT30502","030502","Heidenreichstein Thaures","SPO.03.0502.1648.1.1","SO2","15.04667","48.87861","570.0","m","rural-regional","background","10/03/1989 00:00:00","","SAM.03.0502.1648.1.1","4.0","m","100.0","m","4.0","m","","m","Long-range transboundary transport","","","0","","","","t.year-1","3860 Heidenreichstein","open","hilly","","","","","10.0","50","1000","SPP.03.0502.1648.1.1.4404","10/03/1989 00:00:00","13/03/2003 00:00:00","automatic","UV-FL","","ML8850S","","","","","","ref","http://www.umweltbundesamt.at/fileadmin/site/umweltthemen/luft/PM_Aequivalenz_Dokumentation.pdf","1.0","ppbv","Documentation SPP","http://www.umweltbundesamt.at","1","hour","1","hour","http://cdr.eionet.europa.eu/at/eu/aqd/d/envz2geia/AQD_Dataset_D_2024_AT.xml","18/12/2024 13:00:08"
